[NEURONES]
id,nom,V_rest,tau,biais,refractaire_ms,eta,oubli,est_entree,x,y,col_entree,col_sortie
0,a0,0,10,0,2,0.01,0.001,1,-273,-289,-1,-1
1,a1,0,10,0,2,0.01,0.001,1,-273,-214,-1,-1
2,a2,0,10,0,2,0.01,0.001,1,-273,-141,-1,-1
3,a3,0,10,0,2,0.01,0.001,1,-272,-67,-1,-1
4,b0,0,10,0,2,0.01,0.001,1,-270,6,-1,-1
5,b1,0,10,0,2,0.01,0.001,1,-272,79,-1,-1
6,b2,0,10,0,2,0.01,0.001,1,-274,152,-1,-1
7,b3,0,10,0,2,0.01,0.001,1,-278,225,-1,-1
8,s0,0,10,0,2,0.01,0.001,1,-275,300,-1,-1
9,s1,0,10,0,2,0.01,0.001,1,-271,374,-1,-1
10,s2,0,10,0,2,0.01,0.001,1,-273,448,-1,-1
11,s3,0,10,0,2,0.01,0.001,1,-272,521,-1,-1
12,m,0,10,0,2,0.01,0.001,1,-170,543,-1,-1
13,cn,0,10,0,2,0.01,0.001,1,-83,552,-1,-1
14,h1_0,0,10,0.2,2,0.02,0.001,0,262,-290,-1,-1
15,h1_1,0,10,0.2,2,0.02,0.001,0,211,-235,-1,-1
16,h1_2,0,10,0.2,2,0.02,0.001,0,158,-182,-1,-1
17,h1_3,0,10,0.2,2,0.02,0.001,0,106,-129,-1,-1
18,h1_4,0,10,0.2,2,0.02,0.001,0,53,-76,-1,-1
19,h1_5,0,10,0.2,2,0.02,0.001,0,3,-18,-1,-1
20,h1_6,0,10,0.2,2,0.02,0.001,0,-50,36,-1,-1
21,h1_7,0,10,0.2,2,0.02,0.001,0,-100,92,-1,-1
22,h1_8,0,10,0.2,2,0.02,0.001,0,265,-181,-1,-1
23,h1_9,0,10,0.2,2,0.02,0.001,0,214,-127,-1,-1
24,h1_10,0,10,0.2,2,0.02,0.001,0,161,-72,-1,-1
25,h1_11,0,10,0.2,2,0.02,0.001,0,105,-18,-1,-1
26,h1_12,0,10,0.2,2,0.02,0.001,0,55,39,-1,-1
27,h1_13,0,10,0.2,2,0.02,0.001,0,5,90,-1,-1
28,h1_14,0,10,0.2,2,0.02,0.001,0,-47,144,-1,-1
29,h1_15,0,10,0.2,2,0.02,0.001,0,-103,196,-1,-1
30,h1_16,0,10,0.2,2,0.02,0.001,0,270,-74,-1,-1
31,h1_17,0,10,0.2,2,0.02,0.001,0,219,-18,-1,-1
32,h1_18,0,10,0.2,2,0.02,0.001,0,161,37,-1,-1
33,h1_19,0,10,0.2,2,0.02,0.001,0,110,92,-1,-1
34,h1_20,0,10,0.2,2,0.02,0.001,0,58,148,-1,-1
35,h1_21,0,10,0.2,2,0.02,0.001,0,5,201,-1,-1
36,h1_22,0,10,0.2,2,0.02,0.001,0,-49,254,-1,-1
37,h1_23,0,10,0.2,2,0.02,0.001,0,-105,313,-1,-1
38,h2_0,0,10,0.2,2,0.02,0.001,0,407,-260,-1,-1
39,h2_1,0,10,0.2,2,0.02,0.001,0,407,-200,-1,-1
40,h2_2,0,10,0.2,2,0.02,0.001,0,408,-141,-1,-1
41,h2_3,0,10,0.2,2,0.02,0.001,0,406,-82,-1,-1
42,h2_4,0,10,0.2,2,0.02,0.001,0,404,-22,-1,-1
43,h2_5,0,10,0.2,2,0.02,0.001,0,406,38,-1,-1
44,h2_6,0,10,0.2,2,0.02,0.001,0,404,99,-1,-1
45,h2_7,0,10,0.2,2,0.02,0.001,0,405,159,-1,-1
46,h2_8,0,10,0.2,2,0.02,0.001,0,404,219,-1,-1
47,h2_9,0,10,0.2,2,0.02,0.001,0,403,280,-1,-1
48,h2_10,0,10,0.2,2,0.02,0.001,0,403,342,-1,-1
49,h2_11,0,10,0.2,2,0.02,0.001,0,401,401,-1,-1
50,f0,0,10,0,2,0.02,0.001,0,660,-224,-1,-1
51,f1,0,10,0,2,0.02,0.001,0,661,-146,-1,-1
52,f2,0,10,0,2,0.02,0.001,0,661,-68,-1,-1
53,f3,0,10,0,2,0.02,0.001,0,659,10,-1,-1
54,a_eq_b,0,10,0,2,0.02,0.001,0,657,89,-1,-1
[SYNAPSES]
id,source,target,poids,type
116,4,34,0.3,AXO_DENDRITIQUE
117,4,35,0.3,AXO_DENDRITIQUE
118,4,36,0.3,AXO_DENDRITIQUE
119,4,37,0.3,AXO_DENDRITIQUE
120,5,14,0.3,AXO_DENDRITIQUE
121,5,15,0.3,AXO_DENDRITIQUE
122,5,16,0.3,AXO_DENDRITIQUE
123,5,17,0.3,AXO_DENDRITIQUE
124,5,18,0.3,AXO_DENDRITIQUE
125,5,19,0.3,AXO_DENDRITIQUE
126,5,20,0.3,AXO_DENDRITIQUE
127,5,21,0.3,AXO_DENDRITIQUE
128,5,22,0.3,AXO_DENDRITIQUE
129,5,23,0.3,AXO_DENDRITIQUE
130,5,24,0.3,AXO_DENDRITIQUE
131,5,25,0.3,AXO_DENDRITIQUE
132,5,26,0.3,AXO_DENDRITIQUE
133,5,27,0.3,AXO_DENDRITIQUE
134,5,28,0.3,AXO_DENDRITIQUE
135,5,29,0.3,AXO_DENDRITIQUE
136,5,30,0.3,AXO_DENDRITIQUE
137,5,31,0.3,AXO_DENDRITIQUE
138,5,32,0.3,AXO_DENDRITIQUE
139,5,33,0.3,AXO_DENDRITIQUE
140,5,34,0.3,AXO_DENDRITIQUE
141,5,35,0.3,AXO_DENDRITIQUE
142,5,36,0.3,AXO_DENDRITIQUE
143,5,37,0.3,AXO_DENDRITIQUE
144,6,14,0.3,AXO_DENDRITIQUE
145,6,15,0.3,AXO_DENDRITIQUE
146,6,16,0.3,AXO_DENDRITIQUE
147,6,17,0.3,AXO_DENDRITIQUE
148,6,18,0.3,AXO_DENDRITIQUE
149,6,19,0.3,AXO_DENDRITIQUE
150,6,20,0.3,AXO_DENDRITIQUE
151,6,21,0.3,AXO_DENDRITIQUE
152,6,22,0.3,AXO_DENDRITIQUE
153,6,23,0.3,AXO_DENDRITIQUE
154,6,24,0.3,AXO_DENDRITIQUE
155,6,25,0.3,AXO_DENDRITIQUE
156,6,26,0.3,AXO_DENDRITIQUE
157,6,27,0.3,AXO_DENDRITIQUE
158,6,28,0.3,AXO_DENDRITIQUE
159,6,29,0.3,AXO_DENDRITIQUE
160,6,30,0.3,AXO_DENDRITIQUE
161,6,31,0.3,AXO_DENDRITIQUE
162,6,32,0.3,AXO_DENDRITIQUE
163,6,33,0.3,AXO_DENDRITIQUE
164,6,34,0.3,AXO_DENDRITIQUE
165,6,35,0.3,AXO_DENDRITIQUE
166,6,36,0.3,AXO_DENDRITIQUE
167,6,37,0.3,AXO_DENDRITIQUE
168,7,14,0.3,AXO_DENDRITIQUE
169,7,15,0.3,AXO_DENDRITIQUE
170,7,16,0.3,AXO_DENDRITIQUE
171,7,17,0.3,AXO_DENDRITIQUE
172,7,18,0.3,AXO_DENDRITIQUE
173,7,19,0.3,AXO_DENDRITIQUE
174,7,20,0.3,AXO_DENDRITIQUE
175,7,21,0.3,AXO_DENDRITIQUE
176,7,22,0.3,AXO_DENDRITIQUE
177,7,23,0.3,AXO_DENDRITIQUE
178,7,24,0.3,AXO_DENDRITIQUE
179,7,25,0.3,AXO_DENDRITIQUE
180,7,26,0.3,AXO_DENDRITIQUE
181,7,27,0.3,AXO_DENDRITIQUE
182,7,28,0.3,AXO_DENDRITIQUE
183,7,29,0.3,AXO_DENDRITIQUE
184,7,30,0.3,AXO_DENDRITIQUE
185,7,31,0.3,AXO_DENDRITIQUE
186,7,32,0.3,AXO_DENDRITIQUE
187,7,33,0.3,AXO_DENDRITIQUE
188,7,34,0.3,AXO_DENDRITIQUE
189,7,35,0.3,AXO_DENDRITIQUE
190,7,36,0.3,AXO_DENDRITIQUE
191,7,37,0.3,AXO_DENDRITIQUE
192,8,14,0.3,AXO_DENDRITIQUE
193,8,15,0.3,AXO_DENDRITIQUE
194,8,16,0.3,AXO_DENDRITIQUE
195,8,17,0.3,AXO_DENDRITIQUE
196,8,18,0.3,AXO_DENDRITIQUE
197,8,19,0.3,AXO_DENDRITIQUE
198,8,20,0.3,AXO_DENDRITIQUE
199,8,21,0.3,AXO_DENDRITIQUE
200,8,22,0.3,AXO_DENDRITIQUE
201,8,23,0.3,AXO_DENDRITIQUE
202,8,24,0.3,AXO_DENDRITIQUE
203,8,25,0.1,AXO_DENDRITIQUE
204,8,26,0.3,AXO_DENDRITIQUE
205,8,27,0.3,AXO_DENDRITIQUE
206,8,28,0.3,AXO_DENDRITIQUE
207,8,29,0.3,AXO_DENDRITIQUE
208,8,30,0.3,AXO_DENDRITIQUE
209,8,31,0.3,AXO_DENDRITIQUE
210,8,32,0.3,AXO_DENDRITIQUE
211,8,33,0.3,AXO_DENDRITIQUE
212,8,34,0.3,AXO_DENDRITIQUE
213,8,35,0.3,AXO_DENDRITIQUE
214,8,36,0.3,AXO_DENDRITIQUE
215,8,37,0.3,AXO_DENDRITIQUE
216,9,14,0.3,AXO_DENDRITIQUE
217,9,15,0.3,AXO_DENDRITIQUE
218,9,16,0.3,AXO_DENDRITIQUE
219,9,17,0.3,AXO_DENDRITIQUE
220,9,18,0.3,AXO_DENDRITIQUE
221,9,19,0.3,AXO_DENDRITIQUE
222,9,20,0.3,AXO_DENDRITIQUE
223,9,21,0.3,AXO_DENDRITIQUE
224,9,22,0.3,AXO_DENDRITIQUE
225,9,23,0.3,AXO_DENDRITIQUE
226,9,24,0.3,AXO_DENDRITIQUE
227,9,25,0.3,AXO_DENDRITIQUE
228,9,26,0.3,AXO_DENDRITIQUE
229,9,27,0.3,AXO_DENDRITIQUE
230,9,28,0.3,AXO_DENDRITIQUE
231,9,29,0.3,AXO_DENDRITIQUE
232,9,30,0.3,AXO_DENDRITIQUE
233,9,31,0.3,AXO_DENDRITIQUE
234,9,32,0.3,AXO_DENDRITIQUE
235,9,33,0.3,AXO_DENDRITIQUE
236,9,34,0.3,AXO_DENDRITIQUE
237,9,35,0.3,AXO_DENDRITIQUE
238,9,36,0.3,AXO_DENDRITIQUE
239,9,37,0.3,AXO_DENDRITIQUE
240,10,14,0.3,AXO_DENDRITIQUE
241,10,15,0.3,AXO_DENDRITIQUE
242,10,16,0.3,AXO_DENDRITIQUE
243,10,17,0.3,AXO_DENDRITIQUE
244,10,18,0.3,AXO_DENDRITIQUE
245,10,19,0.3,AXO_DENDRITIQUE
246,10,20,0.3,AXO_DENDRITIQUE
247,10,21,0.3,AXO_DENDRITIQUE
248,10,22,0.3,AXO_DENDRITIQUE
249,10,23,0.3,AXO_DENDRITIQUE
250,10,24,0.3,AXO_DENDRITIQUE
251,10,25,0.3,AXO_DENDRITIQUE
252,10,26,0.3,AXO_DENDRITIQUE
253,10,27,0.3,AXO_DENDRITIQUE
254,10,28,0.3,AXO_DENDRITIQUE
255,10,29,0.3,AXO_DENDRITIQUE
256,10,30,0.3,AXO_DENDRITIQUE
257,10,31,0.3,AXO_DENDRITIQUE
258,10,32,0.3,AXO_DENDRITIQUE
259,10,33,0.3,AXO_DENDRITIQUE
260,10,34,0.3,AXO_DENDRITIQUE
261,10,35,0.3,AXO_DENDRITIQUE
262,10,36,0.3,AXO_DENDRITIQUE
263,10,37,0.3,AXO_DENDRITIQUE
264,11,14,0.3,AXO_DENDRITIQUE
265,11,15,0.3,AXO_DENDRITIQUE
266,11,16,0.3,AXO_DENDRITIQUE
267,11,17,0.3,AXO_DENDRITIQUE
268,11,18,0.3,AXO_DENDRITIQUE
269,11,19,0.3,AXO_DENDRITIQUE
270,11,20,0.3,AXO_DENDRITIQUE
271,11,21,0.3,AXO_DENDRITIQUE
272,11,22,0.3,AXO_DENDRITIQUE
273,11,23,0.3,AXO_DENDRITIQUE
274,11,24,0.3,AXO_DENDRITIQUE
275,11,25,0.3,AXO_DENDRITIQUE
276,11,26,0.3,AXO_DENDRITIQUE
277,11,27,0.3,AXO_DENDRITIQUE
278,11,28,0.3,AXO_DENDRITIQUE
279,11,29,0.3,AXO_DENDRITIQUE
280,11,30,0.3,AXO_DENDRITIQUE
281,11,31,0.3,AXO_DENDRITIQUE
282,11,32,0.3,AXO_DENDRITIQUE
283,11,33,0.3,AXO_DENDRITIQUE
284,11,34,0.3,AXO_DENDRITIQUE
285,11,35,0.3,AXO_DENDRITIQUE
286,11,36,0.3,AXO_DENDRITIQUE
287,11,37,0.3,AXO_DENDRITIQUE
288,12,14,0.3,AXO_DENDRITIQUE
289,12,15,0.3,AXO_DENDRITIQUE
290,12,16,0.3,AXO_DENDRITIQUE
291,12,17,0.3,AXO_DENDRITIQUE
292,12,18,0.3,AXO_DENDRITIQUE
293,12,19,0.3,AXO_DENDRITIQUE
294,12,20,0.3,AXO_DENDRITIQUE
295,12,21,0.3,AXO_DENDRITIQUE
296,12,22,0.3,AXO_DENDRITIQUE
297,12,23,0.3,AXO_DENDRITIQUE
298,12,24,0.3,AXO_DENDRITIQUE
299,12,25,0.3,AXO_DENDRITIQUE
300,12,26,0.3,AXO_DENDRITIQUE
301,12,27,0.3,AXO_DENDRITIQUE
302,12,28,0.3,AXO_DENDRITIQUE
303,12,29,0.3,AXO_DENDRITIQUE
304,12,30,0.3,AXO_DENDRITIQUE
305,12,31,0.3,AXO_DENDRITIQUE
306,12,32,0.3,AXO_DENDRITIQUE
307,12,33,0.3,AXO_DENDRITIQUE
308,12,34,0.3,AXO_DENDRITIQUE
309,12,35,0.3,AXO_DENDRITIQUE
310,12,36,0.3,AXO_DENDRITIQUE
311,12,37,0.3,AXO_DENDRITIQUE
312,13,14,0.3,AXO_DENDRITIQUE
313,13,15,0.3,AXO_DENDRITIQUE
314,13,16,0.3,AXO_DENDRITIQUE
315,13,17,0.3,AXO_DENDRITIQUE
316,13,18,0.3,AXO_DENDRITIQUE
317,13,19,0.3,AXO_DENDRITIQUE
318,13,20,0.3,AXO_DENDRITIQUE
319,13,21,0.3,AXO_DENDRITIQUE
320,13,22,0.3,AXO_DENDRITIQUE
321,13,23,0.3,AXO_DENDRITIQUE
322,13,24,0.3,AXO_DENDRITIQUE
323,13,25,0.3,AXO_DENDRITIQUE
324,13,26,0.3,AXO_DENDRITIQUE
325,13,27,0.3,AXO_DENDRITIQUE
326,13,28,0.3,AXO_DENDRITIQUE
327,13,29,0.3,AXO_DENDRITIQUE
328,13,30,0.3,AXO_DENDRITIQUE
329,13,31,0.3,AXO_DENDRITIQUE
330,13,32,0.3,AXO_DENDRITIQUE
331,13,33,0.3,AXO_DENDRITIQUE
332,13,34,0.3,AXO_DENDRITIQUE
333,13,35,0.3,AXO_DENDRITIQUE
334,13,36,0.3,AXO_DENDRITIQUE
335,13,37,0.3,AXO_DENDRITIQUE
336,14,38,0.3,AXO_DENDRITIQUE
337,14,39,0.3,AXO_DENDRITIQUE
338,14,40,0.3,AXO_DENDRITIQUE
339,14,41,0.3,AXO_DENDRITIQUE
340,14,42,0.3,AXO_DENDRITIQUE
341,14,43,0.3,AXO_DENDRITIQUE
342,14,44,0.3,AXO_DENDRITIQUE
343,14,45,0.3,AXO_DENDRITIQUE
344,14,46,0.3,AXO_DENDRITIQUE
345,14,47,0.3,AXO_DENDRITIQUE
346,14,48,0.3,AXO_DENDRITIQUE
347,14,49,0.3,AXO_DENDRITIQUE
348,15,38,0.3,AXO_DENDRITIQUE
349,15,39,0.3,AXO_DENDRITIQUE
350,15,40,0.3,AXO_DENDRITIQUE
351,15,41,0.3,AXO_DENDRITIQUE
352,15,42,0.3,AXO_DENDRITIQUE
353,15,43,0.3,AXO_DENDRITIQUE
354,15,44,0.3,AXO_DENDRITIQUE
355,15,45,0.3,AXO_DENDRITIQUE
356,15,46,0.3,AXO_DENDRITIQUE
357,15,47,0.3,AXO_DENDRITIQUE
358,15,48,0.3,AXO_DENDRITIQUE
359,15,49,0.3,AXO_DENDRITIQUE
360,16,38,0.3,AXO_DENDRITIQUE
361,16,39,0.3,AXO_DENDRITIQUE
362,16,40,0.3,AXO_DENDRITIQUE
363,16,41,0.3,AXO_DENDRITIQUE
364,16,42,0.3,AXO_DENDRITIQUE
365,16,43,0.3,AXO_DENDRITIQUE
366,16,44,0.3,AXO_DENDRITIQUE
367,16,45,0.3,AXO_DENDRITIQUE
368,16,46,0.3,AXO_DENDRITIQUE
369,16,47,0.3,AXO_DENDRITIQUE
370,16,48,0.3,AXO_DENDRITIQUE
371,16,49,0.3,AXO_DENDRITIQUE
372,17,38,0.3,AXO_DENDRITIQUE
373,17,39,0.3,AXO_DENDRITIQUE
374,17,40,0.3,AXO_DENDRITIQUE
375,17,41,0.3,AXO_DENDRITIQUE
376,17,42,0.3,AXO_DENDRITIQUE
377,17,43,0.3,AXO_DENDRITIQUE
378,17,44,0.3,AXO_DENDRITIQUE
379,17,45,0.3,AXO_DENDRITIQUE
380,17,46,0.3,AXO_DENDRITIQUE
381,17,47,0.3,AXO_DENDRITIQUE
382,17,48,0.3,AXO_DENDRITIQUE
383,17,49,0.3,AXO_DENDRITIQUE
384,18,38,0.3,AXO_DENDRITIQUE
385,18,39,0.3,AXO_DENDRITIQUE
386,18,40,0.3,AXO_DENDRITIQUE
387,18,41,0.3,AXO_DENDRITIQUE
388,18,42,0.3,AXO_DENDRITIQUE
389,18,43,0.3,AXO_DENDRITIQUE
390,18,44,0.3,AXO_DENDRITIQUE
391,18,45,0.3,AXO_DENDRITIQUE
392,18,46,0.3,AXO_DENDRITIQUE
393,18,47,0.3,AXO_DENDRITIQUE
394,18,48,0.3,AXO_DENDRITIQUE
395,18,49,0.3,AXO_DENDRITIQUE
396,19,38,0.3,AXO_DENDRITIQUE
397,19,39,0.3,AXO_DENDRITIQUE
398,19,40,0.3,AXO_DENDRITIQUE
399,19,41,0.3,AXO_DENDRITIQUE
400,19,42,0.3,AXO_DENDRITIQUE
401,19,43,0.3,AXO_DENDRITIQUE
402,19,44,0.3,AXO_DENDRITIQUE
403,19,45,0.3,AXO_DENDRITIQUE
404,19,46,0.3,AXO_DENDRITIQUE
405,19,47,0.3,AXO_DENDRITIQUE
406,19,48,0.3,AXO_DENDRITIQUE
407,19,49,0.3,AXO_DENDRITIQUE
408,20,38,0.3,AXO_DENDRITIQUE
